images,masks
SN3_roads_train_AOI_2_Vegas_MS_img506.tif,SN3_roads_train_AOI_2_Vegas_mask_img506.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1546.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1546.npy
SN3_roads_train_AOI_2_Vegas_MS_img851.tif,SN3_roads_train_AOI_2_Vegas_mask_img851.npy
SN3_roads_train_AOI_3_Paris_MS_img350.tif,SN3_roads_train_AOI_3_Paris_mask_img350.npy
SN3_roads_train_AOI_2_Vegas_MS_img74.tif,SN3_roads_train_AOI_2_Vegas_mask_img74.npy
SN3_roads_train_AOI_2_Vegas_MS_img1322.tif,SN3_roads_train_AOI_2_Vegas_mask_img1322.npy
SN3_roads_train_AOI_2_Vegas_MS_img1578.tif,SN3_roads_train_AOI_2_Vegas_mask_img1578.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1300.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1300.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1780.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1780.npy
SN3_roads_train_AOI_4_Shanghai_MS_img16.tif,SN3_roads_train_AOI_4_Shanghai_mask_img16.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1412.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1412.npy
SN3_roads_train_AOI_2_Vegas_MS_img1404.tif,SN3_roads_train_AOI_2_Vegas_mask_img1404.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1099.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1099.npy
SN3_roads_train_AOI_2_Vegas_MS_img714.tif,SN3_roads_train_AOI_2_Vegas_mask_img714.npy
SN3_roads_train_AOI_5_Khartoum_MS_img448.tif,SN3_roads_train_AOI_5_Khartoum_mask_img448.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1716.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1716.npy
SN3_roads_train_AOI_2_Vegas_MS_img1599.tif,SN3_roads_train_AOI_2_Vegas_mask_img1599.npy
SN3_roads_train_AOI_2_Vegas_MS_img1620.tif,SN3_roads_train_AOI_2_Vegas_mask_img1620.npy
SN3_roads_train_AOI_2_Vegas_MS_img258.tif,SN3_roads_train_AOI_2_Vegas_mask_img258.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1269.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1269.npy
SN3_roads_train_AOI_4_Shanghai_MS_img797.tif,SN3_roads_train_AOI_4_Shanghai_mask_img797.npy
SN3_roads_train_AOI_3_Paris_MS_img437.tif,SN3_roads_train_AOI_3_Paris_mask_img437.npy
SN3_roads_train_AOI_2_Vegas_MS_img418.tif,SN3_roads_train_AOI_2_Vegas_mask_img418.npy
SN3_roads_train_AOI_2_Vegas_MS_img408.tif,SN3_roads_train_AOI_2_Vegas_mask_img408.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1456.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1456.npy
SN3_roads_train_AOI_5_Khartoum_MS_img253.tif,SN3_roads_train_AOI_5_Khartoum_mask_img253.npy
SN3_roads_train_AOI_2_Vegas_MS_img78.tif,SN3_roads_train_AOI_2_Vegas_mask_img78.npy
SN3_roads_train_AOI_5_Khartoum_MS_img291.tif,SN3_roads_train_AOI_5_Khartoum_mask_img291.npy
SN3_roads_train_AOI_3_Paris_MS_img72.tif,SN3_roads_train_AOI_3_Paris_mask_img72.npy
SN3_roads_train_AOI_5_Khartoum_MS_img297.tif,SN3_roads_train_AOI_5_Khartoum_mask_img297.npy
SN3_roads_train_AOI_5_Khartoum_MS_img60.tif,SN3_roads_train_AOI_5_Khartoum_mask_img60.npy
SN3_roads_train_AOI_4_Shanghai_MS_img4.tif,SN3_roads_train_AOI_4_Shanghai_mask_img4.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1722.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1722.npy
SN3_roads_train_AOI_2_Vegas_MS_img1355.tif,SN3_roads_train_AOI_2_Vegas_mask_img1355.npy
SN3_roads_train_AOI_5_Khartoum_MS_img321.tif,SN3_roads_train_AOI_5_Khartoum_mask_img321.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1297.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1297.npy
SN3_roads_train_AOI_2_Vegas_MS_img36.tif,SN3_roads_train_AOI_2_Vegas_mask_img36.npy
SN3_roads_train_AOI_2_Vegas_MS_img124.tif,SN3_roads_train_AOI_2_Vegas_mask_img124.npy
SN3_roads_train_AOI_2_Vegas_MS_img1633.tif,SN3_roads_train_AOI_2_Vegas_mask_img1633.npy
SN3_roads_train_AOI_2_Vegas_MS_img1319.tif,SN3_roads_train_AOI_2_Vegas_mask_img1319.npy
SN3_roads_train_AOI_4_Shanghai_MS_img573.tif,SN3_roads_train_AOI_4_Shanghai_mask_img573.npy
SN3_roads_train_AOI_5_Khartoum_MS_img11.tif,SN3_roads_train_AOI_5_Khartoum_mask_img11.npy
SN3_roads_train_AOI_2_Vegas_MS_img1173.tif,SN3_roads_train_AOI_2_Vegas_mask_img1173.npy
SN3_roads_train_AOI_2_Vegas_MS_img1407.tif,SN3_roads_train_AOI_2_Vegas_mask_img1407.npy
SN3_roads_train_AOI_2_Vegas_MS_img262.tif,SN3_roads_train_AOI_2_Vegas_mask_img262.npy
SN3_roads_train_AOI_4_Shanghai_MS_img102.tif,SN3_roads_train_AOI_4_Shanghai_mask_img102.npy
SN3_roads_train_AOI_2_Vegas_MS_img971.tif,SN3_roads_train_AOI_2_Vegas_mask_img971.npy
SN3_roads_train_AOI_2_Vegas_MS_img1096.tif,SN3_roads_train_AOI_2_Vegas_mask_img1096.npy
SN3_roads_train_AOI_2_Vegas_MS_img957.tif,SN3_roads_train_AOI_2_Vegas_mask_img957.npy
SN3_roads_train_AOI_2_Vegas_MS_img1155.tif,SN3_roads_train_AOI_2_Vegas_mask_img1155.npy
SN3_roads_train_AOI_2_Vegas_MS_img948.tif,SN3_roads_train_AOI_2_Vegas_mask_img948.npy
SN3_roads_train_AOI_2_Vegas_MS_img1324.tif,SN3_roads_train_AOI_2_Vegas_mask_img1324.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1406.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1406.npy
SN3_roads_train_AOI_5_Khartoum_MS_img383.tif,SN3_roads_train_AOI_5_Khartoum_mask_img383.npy
SN3_roads_train_AOI_3_Paris_MS_img322.tif,SN3_roads_train_AOI_3_Paris_mask_img322.npy
SN3_roads_train_AOI_2_Vegas_MS_img1047.tif,SN3_roads_train_AOI_2_Vegas_mask_img1047.npy
SN3_roads_train_AOI_2_Vegas_MS_img499.tif,SN3_roads_train_AOI_2_Vegas_mask_img499.npy
SN3_roads_train_AOI_2_Vegas_MS_img574.tif,SN3_roads_train_AOI_2_Vegas_mask_img574.npy
SN3_roads_train_AOI_2_Vegas_MS_img494.tif,SN3_roads_train_AOI_2_Vegas_mask_img494.npy
SN3_roads_train_AOI_2_Vegas_MS_img1527.tif,SN3_roads_train_AOI_2_Vegas_mask_img1527.npy
SN3_roads_train_AOI_4_Shanghai_MS_img457.tif,SN3_roads_train_AOI_4_Shanghai_mask_img457.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1735.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1735.npy
SN3_roads_train_AOI_3_Paris_MS_img19.tif,SN3_roads_train_AOI_3_Paris_mask_img19.npy
SN3_roads_train_AOI_5_Khartoum_MS_img90.tif,SN3_roads_train_AOI_5_Khartoum_mask_img90.npy
SN3_roads_train_AOI_2_Vegas_MS_img68.tif,SN3_roads_train_AOI_2_Vegas_mask_img68.npy
SN3_roads_train_AOI_2_Vegas_MS_img718.tif,SN3_roads_train_AOI_2_Vegas_mask_img718.npy
SN3_roads_train_AOI_4_Shanghai_MS_img983.tif,SN3_roads_train_AOI_4_Shanghai_mask_img983.npy
SN3_roads_train_AOI_2_Vegas_MS_img269.tif,SN3_roads_train_AOI_2_Vegas_mask_img269.npy
SN3_roads_train_AOI_4_Shanghai_MS_img939.tif,SN3_roads_train_AOI_4_Shanghai_mask_img939.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1285.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1285.npy
SN3_roads_train_AOI_2_Vegas_MS_img812.tif,SN3_roads_train_AOI_2_Vegas_mask_img812.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1366.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1366.npy
SN3_roads_train_AOI_2_Vegas_MS_img1327.tif,SN3_roads_train_AOI_2_Vegas_mask_img1327.npy
SN3_roads_train_AOI_2_Vegas_MS_img917.tif,SN3_roads_train_AOI_2_Vegas_mask_img917.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1902.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1902.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1126.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1126.npy
SN3_roads_train_AOI_5_Khartoum_MS_img122.tif,SN3_roads_train_AOI_5_Khartoum_mask_img122.npy
SN3_roads_train_AOI_2_Vegas_MS_img1358.tif,SN3_roads_train_AOI_2_Vegas_mask_img1358.npy
SN3_roads_train_AOI_2_Vegas_MS_img219.tif,SN3_roads_train_AOI_2_Vegas_mask_img219.npy
SN3_roads_train_AOI_2_Vegas_MS_img732.tif,SN3_roads_train_AOI_2_Vegas_mask_img732.npy
SN3_roads_train_AOI_4_Shanghai_MS_img732.tif,SN3_roads_train_AOI_4_Shanghai_mask_img732.npy
SN3_roads_train_AOI_2_Vegas_MS_img143.tif,SN3_roads_train_AOI_2_Vegas_mask_img143.npy
SN3_roads_train_AOI_2_Vegas_MS_img1408.tif,SN3_roads_train_AOI_2_Vegas_mask_img1408.npy
SN3_roads_train_AOI_2_Vegas_MS_img1079.tif,SN3_roads_train_AOI_2_Vegas_mask_img1079.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1289.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1289.npy
SN3_roads_train_AOI_3_Paris_MS_img76.tif,SN3_roads_train_AOI_3_Paris_mask_img76.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1184.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1184.npy
SN3_roads_train_AOI_5_Khartoum_MS_img73.tif,SN3_roads_train_AOI_5_Khartoum_mask_img73.npy
SN3_roads_train_AOI_2_Vegas_MS_img315.tif,SN3_roads_train_AOI_2_Vegas_mask_img315.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1663.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1663.npy
SN3_roads_train_AOI_2_Vegas_MS_img118.tif,SN3_roads_train_AOI_2_Vegas_mask_img118.npy
SN3_roads_train_AOI_4_Shanghai_MS_img601.tif,SN3_roads_train_AOI_4_Shanghai_mask_img601.npy
SN3_roads_train_AOI_5_Khartoum_MS_img238.tif,SN3_roads_train_AOI_5_Khartoum_mask_img238.npy
SN3_roads_train_AOI_2_Vegas_MS_img928.tif,SN3_roads_train_AOI_2_Vegas_mask_img928.npy
SN3_roads_train_AOI_2_Vegas_MS_img954.tif,SN3_roads_train_AOI_2_Vegas_mask_img954.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1863.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1863.npy
SN3_roads_train_AOI_3_Paris_MS_img411.tif,SN3_roads_train_AOI_3_Paris_mask_img411.npy
SN3_roads_train_AOI_4_Shanghai_MS_img780.tif,SN3_roads_train_AOI_4_Shanghai_mask_img780.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1962.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1962.npy
SN3_roads_train_AOI_2_Vegas_MS_img102.tif,SN3_roads_train_AOI_2_Vegas_mask_img102.npy
SN3_roads_train_AOI_4_Shanghai_MS_img111.tif,SN3_roads_train_AOI_4_Shanghai_mask_img111.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1294.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1294.npy
SN3_roads_train_AOI_2_Vegas_MS_img1118.tif,SN3_roads_train_AOI_2_Vegas_mask_img1118.npy
SN3_roads_train_AOI_4_Shanghai_MS_img548.tif,SN3_roads_train_AOI_4_Shanghai_mask_img548.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1684.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1684.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1516.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1516.npy
SN3_roads_train_AOI_2_Vegas_MS_img871.tif,SN3_roads_train_AOI_2_Vegas_mask_img871.npy
SN3_roads_train_AOI_4_Shanghai_MS_img554.tif,SN3_roads_train_AOI_4_Shanghai_mask_img554.npy
SN3_roads_train_AOI_2_Vegas_MS_img546.tif,SN3_roads_train_AOI_2_Vegas_mask_img546.npy
SN3_roads_train_AOI_2_Vegas_MS_img1015.tif,SN3_roads_train_AOI_2_Vegas_mask_img1015.npy
SN3_roads_train_AOI_2_Vegas_MS_img41.tif,SN3_roads_train_AOI_2_Vegas_mask_img41.npy
SN3_roads_train_AOI_5_Khartoum_MS_img17.tif,SN3_roads_train_AOI_5_Khartoum_mask_img17.npy
SN3_roads_train_AOI_4_Shanghai_MS_img963.tif,SN3_roads_train_AOI_4_Shanghai_mask_img963.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1856.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1856.npy
SN3_roads_train_AOI_2_Vegas_MS_img986.tif,SN3_roads_train_AOI_2_Vegas_mask_img986.npy
SN3_roads_train_AOI_3_Paris_MS_img380.tif,SN3_roads_train_AOI_3_Paris_mask_img380.npy
SN3_roads_train_AOI_5_Khartoum_MS_img329.tif,SN3_roads_train_AOI_5_Khartoum_mask_img329.npy
SN3_roads_train_AOI_5_Khartoum_MS_img443.tif,SN3_roads_train_AOI_5_Khartoum_mask_img443.npy
SN3_roads_train_AOI_2_Vegas_MS_img1346.tif,SN3_roads_train_AOI_2_Vegas_mask_img1346.npy
SN3_roads_train_AOI_2_Vegas_MS_img711.tif,SN3_roads_train_AOI_2_Vegas_mask_img711.npy
SN3_roads_train_AOI_2_Vegas_MS_img752.tif,SN3_roads_train_AOI_2_Vegas_mask_img752.npy
SN3_roads_train_AOI_2_Vegas_MS_img99.tif,SN3_roads_train_AOI_2_Vegas_mask_img99.npy
SN3_roads_train_AOI_2_Vegas_MS_img463.tif,SN3_roads_train_AOI_2_Vegas_mask_img463.npy
SN3_roads_train_AOI_2_Vegas_MS_img1525.tif,SN3_roads_train_AOI_2_Vegas_mask_img1525.npy
SN3_roads_train_AOI_4_Shanghai_MS_img546.tif,SN3_roads_train_AOI_4_Shanghai_mask_img546.npy
SN3_roads_train_AOI_2_Vegas_MS_img603.tif,SN3_roads_train_AOI_2_Vegas_mask_img603.npy
SN3_roads_train_AOI_2_Vegas_MS_img1195.tif,SN3_roads_train_AOI_2_Vegas_mask_img1195.npy
SN3_roads_train_AOI_2_Vegas_MS_img324.tif,SN3_roads_train_AOI_2_Vegas_mask_img324.npy
SN3_roads_train_AOI_2_Vegas_MS_img1639.tif,SN3_roads_train_AOI_2_Vegas_mask_img1639.npy
SN3_roads_train_AOI_3_Paris_MS_img450.tif,SN3_roads_train_AOI_3_Paris_mask_img450.npy
SN3_roads_train_AOI_2_Vegas_MS_img1260.tif,SN3_roads_train_AOI_2_Vegas_mask_img1260.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1348.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1348.npy
SN3_roads_train_AOI_3_Paris_MS_img373.tif,SN3_roads_train_AOI_3_Paris_mask_img373.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1621.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1621.npy
SN3_roads_train_AOI_2_Vegas_MS_img1458.tif,SN3_roads_train_AOI_2_Vegas_mask_img1458.npy
SN3_roads_train_AOI_2_Vegas_MS_img1238.tif,SN3_roads_train_AOI_2_Vegas_mask_img1238.npy
SN3_roads_train_AOI_4_Shanghai_MS_img406.tif,SN3_roads_train_AOI_4_Shanghai_mask_img406.npy
SN3_roads_train_AOI_2_Vegas_MS_img1020.tif,SN3_roads_train_AOI_2_Vegas_mask_img1020.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1645.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1645.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1334.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1334.npy
SN3_roads_train_AOI_3_Paris_MS_img129.tif,SN3_roads_train_AOI_3_Paris_mask_img129.npy
SN3_roads_train_AOI_4_Shanghai_MS_img160.tif,SN3_roads_train_AOI_4_Shanghai_mask_img160.npy
SN3_roads_train_AOI_5_Khartoum_MS_img59.tif,SN3_roads_train_AOI_5_Khartoum_mask_img59.npy
SN3_roads_train_AOI_2_Vegas_MS_img1409.tif,SN3_roads_train_AOI_2_Vegas_mask_img1409.npy
SN3_roads_train_AOI_3_Paris_MS_img221.tif,SN3_roads_train_AOI_3_Paris_mask_img221.npy
SN3_roads_train_AOI_2_Vegas_MS_img1145.tif,SN3_roads_train_AOI_2_Vegas_mask_img1145.npy
SN3_roads_train_AOI_4_Shanghai_MS_img879.tif,SN3_roads_train_AOI_4_Shanghai_mask_img879.npy
SN3_roads_train_AOI_4_Shanghai_MS_img534.tif,SN3_roads_train_AOI_4_Shanghai_mask_img534.npy
SN3_roads_train_AOI_3_Paris_MS_img507.tif,SN3_roads_train_AOI_3_Paris_mask_img507.npy
SN3_roads_train_AOI_4_Shanghai_MS_img516.tif,SN3_roads_train_AOI_4_Shanghai_mask_img516.npy
SN3_roads_train_AOI_2_Vegas_MS_img956.tif,SN3_roads_train_AOI_2_Vegas_mask_img956.npy
SN3_roads_train_AOI_2_Vegas_MS_img1165.tif,SN3_roads_train_AOI_2_Vegas_mask_img1165.npy
SN3_roads_train_AOI_2_Vegas_MS_img1415.tif,SN3_roads_train_AOI_2_Vegas_mask_img1415.npy
SN3_roads_train_AOI_2_Vegas_MS_img1627.tif,SN3_roads_train_AOI_2_Vegas_mask_img1627.npy
SN3_roads_train_AOI_2_Vegas_MS_img1426.tif,SN3_roads_train_AOI_2_Vegas_mask_img1426.npy
SN3_roads_train_AOI_2_Vegas_MS_img171.tif,SN3_roads_train_AOI_2_Vegas_mask_img171.npy
SN3_roads_train_AOI_2_Vegas_MS_img1051.tif,SN3_roads_train_AOI_2_Vegas_mask_img1051.npy
SN3_roads_train_AOI_5_Khartoum_MS_img92.tif,SN3_roads_train_AOI_5_Khartoum_mask_img92.npy
SN3_roads_train_AOI_2_Vegas_MS_img1121.tif,SN3_roads_train_AOI_2_Vegas_mask_img1121.npy
SN3_roads_train_AOI_4_Shanghai_MS_img600.tif,SN3_roads_train_AOI_4_Shanghai_mask_img600.npy
SN3_roads_train_AOI_2_Vegas_MS_img105.tif,SN3_roads_train_AOI_2_Vegas_mask_img105.npy
SN3_roads_train_AOI_4_Shanghai_MS_img380.tif,SN3_roads_train_AOI_4_Shanghai_mask_img380.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1679.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1679.npy
SN3_roads_train_AOI_2_Vegas_MS_img302.tif,SN3_roads_train_AOI_2_Vegas_mask_img302.npy
SN3_roads_train_AOI_2_Vegas_MS_img160.tif,SN3_roads_train_AOI_2_Vegas_mask_img160.npy
SN3_roads_train_AOI_2_Vegas_MS_img881.tif,SN3_roads_train_AOI_2_Vegas_mask_img881.npy
SN3_roads_train_AOI_4_Shanghai_MS_img1031.tif,SN3_roads_train_AOI_4_Shanghai_mask_img1031.npy
SN3_roads_train_AOI_5_Khartoum_MS_img225.tif,SN3_roads_train_AOI_5_Khartoum_mask_img225.npy
